detector,legacy_shift_id,display_name,scientific_class,scientific_class_definition,retained_use_class,reporting_family,shift_kind,interpretation,center_offset_fraction,width_multiplier,reference_full_scale_counts,relative_count_fraction,synthetic_full_scale_count_budget,gaussian_kernel_size,gaussian_sigma_pixels,image_count,target_count,true_positives,false_positives,false_negatives,inference_seconds,prediction_bundle,prediction_bundle_sha256,clean_precision,shifted_precision,precision_ratio,precision_dsi,clean_recall,shifted_recall,recall_ratio,recall_dsi,clean_f1,shifted_f1,f1_ratio,f1_dsi,clean_iou,shifted_iou,iou_ratio,iou_dsi,clean_dice,shifted_dice,dice_ratio,dice_dsi,clean_map_50,shifted_map_50,map_50_ratio,map_50_dsi,clean_map_50_95,shifted_map_50_95,map_50_95_ratio,map_50_95_dsi
faster_rcnn,voi_center_lower,DICOM LINEAR center -15% of full-input-range width,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,-0.15,1.0,,,,,,300,111,77,462,34,14.213742100750096,results/logs/phase22_acquisition_shifts/predictions/faster_rcnn__voi_center_lower.json.gz,ac87b2b8ce44ba3c8dc2dcc0dedb6081c3ac95dc3f35033b65d9b27f30fc0d9e,0.14392523364485982,0.14285714285714285,0.9925788497217067,0.007421150278293265,0.6936936936936937,0.6936936936936937,1.0,0.0,0.238390092879257,0.23692307692307693,0.9938461538461537,0.006153846153846287,0.6920036232087895,0.6888227746939624,0.9954034221669568,0.004596577833043236,0.8131556609292098,0.8110118534330463,0.9973635951894946,0.0026364048105054216,0.37771312207151386,0.36329834371694353,0.9618367022159184,0.03816329778408156,0.1478022331883237,0.14143363923397315,0.9569113820747489,0.043088617925251094
faster_rcnn,voi_center_higher,DICOM LINEAR center +15% of full-input-range width,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,0.15,1.0,,,,,,300,111,77,429,34,13.670138899818994,results/logs/phase22_acquisition_shifts/predictions/faster_rcnn__voi_center_higher.json.gz,22766321e31a0fba0ebfae5468f55ca41f8c1126f2f4039067604074b429d2c4,0.14392523364485982,0.15217391304347827,1.057312252964427,-0.05731225296442699,0.6936936936936937,0.6936936936936937,1.0,0.0,0.238390092879257,0.24959481361426258,1.0470016207455428,-0.047001620745542816,0.6920036232087895,0.6718703190479673,0.9709057821583867,0.029094217841613257,0.8131556609292098,0.7987473853654291,0.9822810363918317,0.01771896360816827,0.37771312207151386,0.3844814909943935,1.0179193375272733,-0.01791933752727326,0.1478022331883237,0.13505992532614364,0.91378812358035,0.08621187641965
faster_rcnn,voi_width_narrow,DICOM LINEAR width x0.75,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,0.0,0.75,,,,,,300,111,76,446,35,13.368528499850072,results/logs/phase22_acquisition_shifts/predictions/faster_rcnn__voi_width_narrow.json.gz,ec4cd652a582ec72a3caf8adc6b429f9eeaa189cc2f557dcfd6b6624ca783708,0.14392523364485982,0.14559386973180077,1.01159377021446,-0.011593770214459953,0.6936936936936937,0.6846846846846847,0.987012987012987,0.012987012987012991,0.238390092879257,0.24012638230647712,1.0072833959089884,-0.00728339590898841,0.6920036232087895,0.69051947447738,0.9978552876290914,0.00214471237090863,0.8131556609292098,0.8121632602587013,0.9987795686383412,0.0012204313616588358,0.37771312207151386,0.36175700205939354,0.9577559817762983,0.04224401822370172,0.1478022331883237,0.13722523482579127,0.9284381694757234,0.07156183052427656
faster_rcnn,voi_width_wide,DICOM LINEAR width x1.25,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,0.0,1.25,,,,,,300,111,77,458,34,13.32322480075527,results/logs/phase22_acquisition_shifts/predictions/faster_rcnn__voi_width_wide.json.gz,c6e52bd8c4f78f6c1b6392f86552f0d2d12ce05f7e1770ab46267f03bbaab2d9,0.14392523364485982,0.14392523364485982,1.0,0.0,0.6936936936936937,0.6936936936936937,1.0,0.0,0.238390092879257,0.238390092879257,1.0,0.0,0.6920036232087895,0.6920521442608827,1.0000701167601813,-7.011676018131574e-05,0.8131556609292098,0.813191204360266,1.0000437104883653,-4.371048836526725e-05,0.37771312207151386,0.377757676947034,1.0001179595648564,-0.0001179595648563847,0.1478022331883237,0.14781987458206555,1.0001193581000862,-0.00011935810008623093
faster_rcnn,poisson_dose_50pct,Poisson-like noise at relative count budget 0.50,D,physically unsupported for these stored values,B,poisson_like_intensity_noise,poisson_like_noise,Physically unsupported as dose/quantum noise for these stored values; retained as generic signal-dependent intensity sensitivity.,,,4096.0,0.5,2048.0,,,300,111,71,485,40,14.785187200410292,results/logs/phase22_acquisition_shifts/predictions/faster_rcnn__poisson_dose_50pct.json.gz,1f6122674a302650a8c24098116a6195c1eb1c8905f78494c9408709fea9da29,0.14392523364485982,0.12769784172661872,0.8872512379706625,0.11274876202933748,0.6936936936936937,0.6396396396396397,0.922077922077922,0.07792207792207795,0.238390092879257,0.21289355322338835,0.8930469830020056,0.10695301699799442,0.6920036232087895,0.6964579261273034,1.0064368202262577,-0.006436820226257689,0.8131556609292098,0.8169776659172789,1.0047002132208016,-0.004700213220801608,0.37771312207151386,0.3016902060324763,0.798728422189569,0.20127157781043103,0.1478022331883237,0.12048610672702452,0.8151846161451832,0.18481538385481677
faster_rcnn,poisson_dose_25pct,Poisson-like noise at relative count budget 0.25,D,physically unsupported for these stored values,B,poisson_like_intensity_noise,poisson_like_noise,Physically unsupported as dose/quantum noise for these stored values; retained as generic signal-dependent intensity sensitivity.,,,4096.0,0.25,1024.0,,,300,111,70,493,41,14.65553599910345,results/logs/phase22_acquisition_shifts/predictions/faster_rcnn__poisson_dose_25pct.json.gz,62a51299760fd1ffd08b2bacc4da654a6c751b12498c0e9e0636b8c76488919f,0.14392523364485982,0.12433392539964476,0.8638785725819473,0.13612142741805267,0.6936936936936937,0.6306306306306306,0.9090909090909091,0.09090909090909094,0.238390092879257,0.20771513353115728,0.8713245211761531,0.1286754788238469,0.6920036232087895,0.6950522239741296,1.004405469369082,-0.004405469369082038,0.8131556609292098,0.8151719677023997,1.0024796073741722,-0.002479607374172188,0.37771312207151386,0.29051882315959826,0.7691520526644379,0.23084794733556213,0.1478022331883237,0.1155994976969467,0.7821228083181561,0.21787719168184394
faster_rcnn,poisson_dose_12p5pct,Poisson-like noise at relative count budget 0.125,D,physically unsupported for these stored values,B,poisson_like_intensity_noise,poisson_like_noise,Physically unsupported as dose/quantum noise for these stored values; retained as generic signal-dependent intensity sensitivity.,,,4096.0,0.125,512.0,,,300,111,74,508,37,15.07376560010016,results/logs/phase22_acquisition_shifts/predictions/faster_rcnn__poisson_dose_12p5pct.json.gz,53385ac857578c897f940e4086f6202b399e39628d4af19d61a6c1f17ca450c0,0.14392523364485982,0.12714776632302405,0.8834292854911411,0.11657071450885892,0.6936936936936937,0.6666666666666666,0.9610389610389609,0.038961038961039085,0.238390092879257,0.21356421356421354,0.8958602724836489,0.10413972751635114,0.6920036232087895,0.6789150867890709,0.9810860290600392,0.018913970939960834,0.8131556609292098,0.8043231822283536,0.9891380222443965,0.010861977755603491,0.37771312207151386,0.2549025340394091,0.6748575020148424,0.3251424979851576,0.1478022331883237,0.10131418608818447,0.6854712807965087,0.31452871920349135
faster_rcnn,gaussian_kernel_3,"Gaussian blur 3x3, sigma 0.5 px",C,physics-motivated proxy,C,spatial_resolution_blur,gaussian_blur,Generic blur/spatial-resolution proxy; not a detector or reconstruction model.,,,,,,3,0.5,300,111,73,464,38,19.378460298408754,results/logs/phase22_acquisition_shifts/predictions/faster_rcnn__gaussian_kernel_3.json.gz,2d030ae972dad7ce1c2024a8f17fb925baa3aa8fb90b270709c9c54d56ef8814,0.14392523364485982,0.13594040968342644,0.9445210283199109,0.055478971680089084,0.6936936936936937,0.6576576576576577,0.9480519480519481,0.051948051948051854,0.238390092879257,0.22530864197530864,0.9451258617925283,0.05487413820747167,0.6920036232087895,0.6915526879910644,0.9993483629238324,0.000651637076167555,0.8131556609292098,0.8129650634243996,0.9997656076026177,0.00023439239738232143,0.37771312207151386,0.35242751315103604,0.9330560485116257,0.06694395148837429,0.1478022331883237,0.13998647386228585,0.9471201540231174,0.052879845976882556
faster_rcnn,gaussian_kernel_5,"Gaussian blur 5x5, sigma 1.0 px",C,physics-motivated proxy,C,spatial_resolution_blur,gaussian_blur,Generic blur/spatial-resolution proxy; not a detector or reconstruction model.,,,,,,5,1.0,300,111,76,494,35,30.375679100165144,results/logs/phase22_acquisition_shifts/predictions/faster_rcnn__gaussian_kernel_5.json.gz,a89c31d0f8c0b8f925c423f69ae1edbc3d08e38834d3ddab7287564823491971,0.14392523364485982,0.13333333333333333,0.9264069264069263,0.07359307359307365,0.6936936936936937,0.6846846846846847,0.987012987012987,0.012987012987012991,0.238390092879257,0.22320117474302498,0.9362854472986631,0.06371455270133686,0.6920036232087895,0.6922209860473065,1.0003141065035313,-0.0003141065035312529,0.8131556609292098,0.8141024899047001,1.001164388346517,-0.001164388346517109,0.37771312207151386,0.33315563505473816,0.8820335211749952,0.11796647882500477,0.1478022331883237,0.13139807230592798,0.8890127670703447,0.11098723292965529
faster_rcnn,gaussian_kernel_9,"Gaussian blur 9x9, sigma 2.0 px",C,physics-motivated proxy,C,spatial_resolution_blur,gaussian_blur,Generic blur/spatial-resolution proxy; not a detector or reconstruction model.,,,,,,9,2.0,300,111,71,545,40,30.545308100874536,results/logs/phase22_acquisition_shifts/predictions/faster_rcnn__gaussian_kernel_9.json.gz,034e2d98492ab6a87f1b798972f3d9cae6510509aacc7e55b38b3c0413ff05be,0.14392523364485982,0.11525974025974026,0.8008306628436498,0.1991693371563502,0.6936936936936937,0.6396396396396397,0.922077922077922,0.07792207792207795,0.238390092879257,0.1953232462173315,0.8193429678986761,0.1806570321013239,0.6920036232087895,0.6808377591368119,0.9838644427608602,0.01613555723913984,0.8131556609292098,0.8058315135173827,0.9909929331323136,0.009007066867686375,0.37771312207151386,0.2879251820973447,0.7622853569880231,0.23771464301197687,0.1478022331883237,0.1110685823325161,0.7514675518535431,0.24853244814645692
yolo11s,voi_center_lower,DICOM LINEAR center -15% of full-input-range width,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,-0.15,1.0,,,,,,300,111,19,23,92,13.921627400559373,results/logs/phase22_acquisition_shifts/predictions/yolo11s__voi_center_lower.json.gz,372a0fd42c21be12b3d52929b5b6489285b3c98e60d73dbb4a34dfd181f25f26,0.4634146341463415,0.4523809523809524,0.9761904761904762,0.023809523809523836,0.17117117117117117,0.17117117117117117,1.0,0.0,0.25,0.24836601307189543,0.9934640522875817,0.006535947712418277,0.6940811341732323,0.6844311996366046,0.9860968205855035,0.01390317941449648,0.81434881788263,0.8076905542491462,0.9918238186299627,0.008176181370037283,0.2112858029314436,0.20572708592257907,0.9736910055870238,0.026308994412976183,0.07629474050336979,0.06731690108500543,0.8823268896501741,0.11767311034982586
